,STATION,DATE,ENTRIES,EXITS
9134,RALPH AV,05/19,4996629720,3617410807
9135,RALPH AV,06/19,4997852622,3612336487
9136,RALPH AV,07/19,5135685309,3706390002
9137,RALPH AV,08/19,5274877134,3801639464
9138,RALPH AV,09/19,5024672632,3616230542
9139,RALPH AV,10/19,5222912599,3753119874
9140,RALPH AV,11/19,5078257135,3644171307
9141,RALPH AV,12/19,5270527954,3777653776
9142,RALPH AV,01/20,5309093296,3799679451
9143,RALPH AV,02/20,4992974847,3568894355
9144,RALPH AV,03/20,5333687076,3808178933
9145,RALPH AV,04/20,5197677725,3711310268
9146,RALPH AV,05/20,5375769116,3839291277
9147,RALPH AV,06/20,5208069454,3720380889
9148,RALPH AV,07/20,5389337725,3850707501
9149,RALPH AV,08/20,5503968538,3932941606
9150,RALPH AV,09/20,5221227965,3733405691
9151,RALPH AV,10/20,5418224447,3873376187
9152,RALPH AV,11/20,5254005036,3756377458
9153,RALPH AV,12/20,5439200606,3889270847
9154,RALPH AV,01/21,5448758364,3896836326
9155,RALPH AV,02/21,4959138261,3547298226
9156,RALPH AV,03/21,4585202219,3280351931
9157,RECTOR ST,12/18,9305201236,2181833715
9158,RECTOR ST,01/19,28937345463,6735577065
9159,RECTOR ST,02/19,26238238195,5969487213
9160,RECTOR ST,03/19,29097757590,6626442591
9161,RECTOR ST,04/19,28234508492,6440834907
9162,RECTOR ST,05/19,29366921441,6700388900
9163,RECTOR ST,06/19,28380730175,6483412309
9164,RECTOR ST,07/19,29638425270,6816844181
9165,RECTOR ST,08/19,29447835033,6752119870
9166,RECTOR ST,09/19,28568604134,6587500928
9167,RECTOR ST,10/19,29728747217,6830325726
9168,RECTOR ST,11/19,30487919825,8300216067
9169,RECTOR ST,12/19,35200123813,11975976390
9170,RECTOR ST,01/20,35211021506,12055580976
9171,RECTOR ST,02/20,33114723766,11357933678
9172,RECTOR ST,03/20,34809471848,12012160616
9173,RECTOR ST,04/20,33915102062,11640459794
9174,RECTOR ST,05/20,35139214856,12106866258
9175,RECTOR ST,06/20,33389542396,11617228370
9176,RECTOR ST,07/20,35126608450,12084657083
9177,RECTOR ST,08/20,35115019303,12089147573
9178,RECTOR ST,09/20,34038105153,11726210572
9179,RECTOR ST,10/20,35174498779,12137287961
9180,RECTOR ST,11/20,34261256024,11821616364
9181,RECTOR ST,12/20,35271014446,12154279492
9182,RECTOR ST,01/21,35084867251,11999407841
9183,RECTOR ST,02/21,31875693716,10992145457
9184,RECTOR ST,03/21,29417399317,10148401643
9185,RIT-MANHATTAN,12/18,6432532,107515
9186,RIT-MANHATTAN,01/19,76076043,1244427
9187,RIT-MANHATTAN,02/19,81864166,1316283
9188,RIT-MANHATTAN,03/19,101380401,1680791
9189,RIT-MANHATTAN,04/19,116406881,1899424
9190,RIT-MANHATTAN,05/19,144551759,2298682
9191,RIT-MANHATTAN,06/19,174836425,2720728
9192,RIT-MANHATTAN,07/19,193832453,3041876
9193,RIT-MANHATTAN,08/19,205227250,3310055
9194,RIT-MANHATTAN,09/19,185558506,3107421
9195,RIT-MANHATTAN,10/19,157330467,2793935
9196,RIT-MANHATTAN,11/19,170661958,2944443
9197,RIT-MANHATTAN,12/19,191799681,3269019
9198,RIT-MANHATTAN,01/20,209349615,3537661
9199,RIT-MANHATTAN,02/20,211333882,3511919
9200,RIT-MANHATTAN,03/20,240103639,3944918
9201,RIT-MANHATTAN,04/20,210053528,3626890
9202,RIT-MANHATTAN,05/20,199394253,3577644
9203,RIT-MANHATTAN,06/20,206859101,3554737
9204,RIT-MANHATTAN,07/20,220816476,3831509
9205,RIT-MANHATTAN,08/20,228355107,4057233
9206,RIT-MANHATTAN,09/20,230719697,4324885
9207,RIT-MANHATTAN,10/20,244193423,4728751
9208,RIT-MANHATTAN,11/20,244823616,4836922
9209,RIT-MANHATTAN,12/20,259769985,5196522
9210,RIT-MANHATTAN,01/21,266434911,5388285
9211,RIT-MANHATTAN,02/21,246180471,5040173
9212,RIT-MANHATTAN,03/21,234142268,4837103
9213,RIT-ROOSEVELT,12/18,405280068,27788932
9214,RIT-ROOSEVELT,01/19,1241040581,84514551
9215,RIT-ROOSEVELT,02/19,1129118075,76251884
9216,RIT-ROOSEVELT,03/19,1078720186,82916808
9217,RIT-ROOSEVELT,04/19,1220481753,81779315
9218,RIT-ROOSEVELT,05/19,1300332833,86324266
9219,RIT-ROOSEVELT,06/19,1216734097,79515833
9220,RIT-ROOSEVELT,07/19,1334481418,86415582
9221,RIT-ROOSEVELT,08/19,1346769078,86437442
9222,RIT-ROOSEVELT,09/19,1334723106,84586485
9223,RIT-ROOSEVELT,10/19,1369261038,87038972
9224,RIT-ROOSEVELT,11/19,1364739543,84837646
9225,RIT-ROOSEVELT,12/19,1448362095,89430385
9226,RIT-ROOSEVELT,01/20,1441987266,88376532
9227,RIT-ROOSEVELT,02/20,1362753517,82985529
9228,RIT-ROOSEVELT,03/20,1471693045,89102326
9229,RIT-ROOSEVELT,04/20,1428262918,86565136
9230,RIT-ROOSEVELT,05/20,1486817054,90269562
9231,RIT-ROOSEVELT,06/20,1436062280,87178577
9232,RIT-ROOSEVELT,07/20,1522169833,92224228
9233,RIT-ROOSEVELT,08/20,1498399167,90585801
9234,RIT-ROOSEVELT,09/20,1457945596,87976893
9235,RIT-ROOSEVELT,10/20,1514854166,91186645
9236,RIT-ROOSEVELT,11/20,1464913792,87999263
9237,RIT-ROOSEVELT,12/20,1528904858,91678587
9238,RIT-ROOSEVELT,01/21,1535640323,91905280
9239,RIT-ROOSEVELT,02/21,1392431248,83213430
9240,RIT-ROOSEVELT,03/21,1298353860,77461162
9241,ROCKAWAY AV,12/18,2092428942,1600140545
9242,ROCKAWAY AV,01/19,6542979358,5008796687
9243,ROCKAWAY AV,02/19,5981067627,4587762978
9244,ROCKAWAY AV,03/19,6704935142,5150671443
9245,ROCKAWAY AV,04/19,6519057332,4996237083
9246,ROCKAWAY AV,05/19,5448494460,4513869612
9247,ROCKAWAY AV,06/19,4697325286,4103869195
9248,ROCKAWAY AV,07/19,4878934849,4261106722
9249,ROCKAWAY AV,08/19,4260757996,3652820612
9250,ROCKAWAY AV,09/19,3665888197,3071488724
9251,ROCKAWAY AV,10/19,3848180307,3229390835
9252,ROCKAWAY AV,11/19,3723241785,3109002759
9253,ROCKAWAY AV,12/19,3143372364,2343083331
9254,ROCKAWAY AV,01/20,3341650266,2381603283
9255,ROCKAWAY AV,02/20,3090490371,2161289519
9256,ROCKAWAY AV,03/20,3319164631,2320111830
9257,ROCKAWAY AV,04/20,3274034440,2310226860
9258,ROCKAWAY AV,05/20,3372564370,2370411968
9259,ROCKAWAY AV,06/20,3324283741,2342714368
9260,ROCKAWAY AV,07/20,3378589961,2398315920
9261,ROCKAWAY AV,08/20,3382920499,2422418671
9262,ROCKAWAY AV,09/20,3212562620,2309781858
9263,ROCKAWAY AV,10/20,3929209415,2807507782
9264,ROCKAWAY AV,11/20,3367118616,2415947110
9265,ROCKAWAY AV,12/20,3494695491,2517814897
9266,ROCKAWAY AV,01/21,3511252654,2529940072
9267,ROCKAWAY AV,02/21,3189179533,2306271195
9268,ROCKAWAY AV,03/21,2972311434,2152495983
9269,ROCKAWAY BLVD,12/18,16285253982,797228313
9270,ROCKAWAY BLVD,01/19,49425755104,2441204510
9271,ROCKAWAY BLVD,02/19,45580627375,2251602083
9272,ROCKAWAY BLVD,03/19,49595861091,2484699720
9273,ROCKAWAY BLVD,04/19,49288301732,2423259873
9274,ROCKAWAY BLVD,05/19,50513959928,2475382000
9275,ROCKAWAY BLVD,06/19,48371177435,2419483637
9276,ROCKAWAY BLVD,07/19,49274064071,2476862039
9277,ROCKAWAY BLVD,08/19,37994218119,2521187222
9278,ROCKAWAY BLVD,09/19,28172801860,2500137473
9279,ROCKAWAY BLVD,10/19,28958350138,2555456939
9280,ROCKAWAY BLVD,11/19,28138513770,2544733555
9281,ROCKAWAY BLVD,12/19,29016792512,2565504445
9282,ROCKAWAY BLVD,01/20,29033014970,2563346470
9283,ROCKAWAY BLVD,02/20,27205695884,2418311102
9284,ROCKAWAY BLVD,03/20,29263604670,2615559844
9285,ROCKAWAY BLVD,04/20,28183921440,2513792594
9286,ROCKAWAY BLVD,05/20,29369371687,2594388492
9287,ROCKAWAY BLVD,06/20,28355194086,2532470448
9288,ROCKAWAY BLVD,07/20,29149897706,2606193976
9289,ROCKAWAY BLVD,08/20,29025294679,2611158970
9290,ROCKAWAY BLVD,09/20,28234717186,2536753250
9291,ROCKAWAY BLVD,10/20,29193542793,2629797475
9292,ROCKAWAY BLVD,11/20,28420619016,2777807767
9293,ROCKAWAY BLVD,12/20,29225568952,2640141522
9294,ROCKAWAY BLVD,01/21,29096268739,2642330251
9295,ROCKAWAY BLVD,02/21,26286408155,2392732832
9296,ROCKAWAY BLVD,03/21,24450335539,2190656127
9297,ROCKAWAY PARK B,12/18,6349813927,701852396
9298,ROCKAWAY PARK B,01/19,19686227260,2178283507
9299,ROCKAWAY PARK B,02/19,17783613099,1970620530
9300,ROCKAWAY PARK B,03/19,19903748681,2208788920
9301,ROCKAWAY PARK B,04/19,19059933678,2118405029
9302,ROCKAWAY PARK B,05/19,20122211841,2240389290
9303,ROCKAWAY PARK B,06/19,19067112438,2127038480
9304,ROCKAWAY PARK B,07/19,20132265098,2251107463
9305,ROCKAWAY PARK B,08/19,19820063040,2221487413
9306,ROCKAWAY PARK B,09/19,19082425315,2143136906
9307,ROCKAWAY PARK B,10/19,19722124051,2218775126
9308,ROCKAWAY PARK B,11/19,18983076756,2139052202
9309,ROCKAWAY PARK B,12/19,19527145714,2226360693
9310,ROCKAWAY PARK B,01/20,19731325885,2229881501
9311,ROCKAWAY PARK B,02/20,18461147210,2089416231
9312,ROCKAWAY PARK B,03/20,19737189135,2236983253
9313,ROCKAWAY PARK B,04/20,19000972814,2166568739
9314,ROCKAWAY PARK B,05/20,19845282484,2252305353
9315,ROCKAWAY PARK B,06/20,19103569637,2169870322
9316,ROCKAWAY PARK B,07/20,19636479175,2233095341
9317,ROCKAWAY PARK B,08/20,19745384589,2248538507
9318,ROCKAWAY PARK B,09/20,19004550461,2166797513
9319,ROCKAWAY PARK B,10/20,19743322317,2241275385
9320,ROCKAWAY PARK B,11/20,19113799809,2183583584
9321,ROCKAWAY PARK B,12/20,19751939277,2258092678
9322,ROCKAWAY PARK B,01/21,19753117185,2260052103
9323,ROCKAWAY PARK B,02/21,17842590202,2043145057
9324,ROCKAWAY PARK B,03/21,16569112364,1898958007
9325,ROOSEVELT ISLND,12/18,876065428,755309537
9326,ROOSEVELT ISLND,01/19,2670909086,2290926621
9327,ROOSEVELT ISLND,02/19,2469270388,2129517751
9328,ROOSEVELT ISLND,03/19,2738690378,2363318558
9329,ROOSEVELT ISLND,04/19,2702828705,2333963900
9330,ROOSEVELT ISLND,05/19,2909347319,2515316385
9331,ROOSEVELT ISLND,06/19,2811143109,2432388990
9332,ROOSEVELT ISLND,07/19,2927797995,2535588204
9333,ROOSEVELT ISLND,08/19,2949703865,2557780136
9334,ROOSEVELT ISLND,09/19,2898692326,2518186314
9335,ROOSEVELT ISLND,10/19,3072759495,2672465234
9336,ROOSEVELT ISLND,11/19,2981631367,2595192731
9337,ROOSEVELT ISLND,12/19,3096260284,2693125152
9338,ROOSEVELT ISLND,01/20,3133396242,2730066005
9339,ROOSEVELT ISLND,02/20,2979800758,2596546124
9340,ROOSEVELT ISLND,03/20,3178507922,2771027669
9341,ROOSEVELT ISLND,04/20,3116097646,2717346902
9342,ROOSEVELT ISLND,05/20,3205653914,2796248021
9343,ROOSEVELT ISLND,06/20,3106908243,2711101771
9344,ROOSEVELT ISLND,07/20,3216883028,2806710390
9345,ROOSEVELT ISLND,08/20,3245595310,2835118484
9346,ROOSEVELT ISLND,09/20,3135300255,2740980771
9347,ROOSEVELT ISLND,10/20,3252290148,2845891297
9348,ROOSEVELT ISLND,11/20,3176859612,2782556955
9349,ROOSEVELT ISLND,12/20,3275631516,2871853858
9350,ROOSEVELT ISLND,01/21,3285796511,2883551013
9351,ROOSEVELT ISLND,02/21,2976649128,2614483759
9352,ROOSEVELT ISLND,03/21,2754509369,2421656458
9353,SARATOGA AV,12/18,1872647483,1304474409
9354,SARATOGA AV,01/19,16427154067,6709138245
9355,SARATOGA AV,02/19,14947617143,6118456604
9356,SARATOGA AV,03/19,16918634777,6940967382
9357,SARATOGA AV,04/19,15970016883,6567734644
9358,SARATOGA AV,05/19,16261434028,6703378250
9359,SARATOGA AV,06/19,16196636560,6692120736
9360,SARATOGA AV,07/19,16754051382,6938248274
9361,SARATOGA AV,08/19,16867910280,7002085890
9362,SARATOGA AV,09/19,16088371287,6694186258
9363,SARATOGA AV,10/19,16740092015,6982002730
9364,SARATOGA AV,11/19,16227642697,6784304653
9365,SARATOGA AV,12/19,16700533582,6998017018
9366,SARATOGA AV,01/20,16723124019,7022605600
9367,SARATOGA AV,02/20,15666709994,6594176236
9368,SARATOGA AV,03/20,16769328479,7073351682
9369,SARATOGA AV,04/20,16237111589,6855543109
9370,SARATOGA AV,05/20,16787384753,7092761381
9371,SARATOGA AV,06/20,16159827226,6833789937
9372,SARATOGA AV,07/20,16601341245,7042011567
9373,SARATOGA AV,08/20,16482523748,7027346298
9374,SARATOGA AV,09/20,15954834808,6809364611
9375,SARATOGA AV,10/20,16509553458,7056528196
9376,SARATOGA AV,11/20,16076976244,6880512395
9377,SARATOGA AV,12/20,16531873083,7074552623
9378,SARATOGA AV,01/21,16542367259,7096948872
9379,SARATOGA AV,02/21,14950269043,6421238457
9380,SARATOGA AV,03/21,13890406024,5972710437
9381,SENECA AVE,12/18,423844786,458036611
9382,SENECA AVE,01/19,1347400506,1455035731
9383,SENECA AVE,02/19,1198848248,1293431074
9384,SENECA AVE,03/19,1335479677,1439312292
9385,SENECA AVE,04/19,1313762899,1414109755
9386,SENECA AVE,05/19,1385216561,1489338893
9387,SENECA AVE,06/19,1346324135,1446471859
9388,SENECA AVE,07/19,1393081059,1495338535
9389,SENECA AVE,08/19,1411473369,1513747739
9390,SENECA AVE,09/19,1375951994,1474367876
9391,SENECA AVE,10/19,1457754816,1560812584
9392,SENECA AVE,11/19,1421681914,1521503450
9393,SENECA AVE,12/19,1479233664,1582548780
9394,SENECA AVE,01/20,1504388275,1608743417
9395,SENECA AVE,02/20,1424501293,1522525823
9396,SENECA AVE,03/20,1555543384,1662089947
9397,SENECA AVE,04/20,1493527774,1595878782
9398,SENECA AVE,05/20,1545288804,1651349973
9399,SENECA AVE,06/20,1498409737,1601410265
9400,SENECA AVE,07/20,1552819502,1659563193
9401,SENECA AVE,08/20,1554071698,1661152059
9402,SENECA AVE,09/20,1647937962,1761568019
9403,SENECA AVE,10/20,1564979936,1672267609
9404,SENECA AVE,11/20,1525322901,1631037148
9405,SENECA AVE,12/20,1581549184,1691714036
9406,SENECA AVE,01/21,1586439377,1697696620
9407,SENECA AVE,02/21,1437343265,1538850316
9408,SENECA AVE,03/21,1338790593,1434113274
9409,SHEEPSHEAD BAY,12/18,2996566016,2696254710
9410,SHEEPSHEAD BAY,01/19,8854701075,7951631224
9411,SHEEPSHEAD BAY,02/19,8471497966,7649679829
9412,SHEEPSHEAD BAY,03/19,9501045710,8604886084
9413,SHEEPSHEAD BAY,04/19,9172300560,8379536577
9414,SHEEPSHEAD BAY,05/19,9477528480,8642472125
9415,SHEEPSHEAD BAY,06/19,8389581704,8192426110
9416,SHEEPSHEAD BAY,07/19,8688053243,8526588237
9417,SHEEPSHEAD BAY,08/19,8765109652,8594654752
9418,SHEEPSHEAD BAY,09/19,8533581908,8370055063
9419,SHEEPSHEAD BAY,10/19,8879232071,8711403080
9420,SHEEPSHEAD BAY,11/19,8659241609,8490251172
9421,SHEEPSHEAD BAY,12/19,8979823125,8788083877
9422,SHEEPSHEAD BAY,01/20,9298972398,9052107180
9423,SHEEPSHEAD BAY,02/20,8980720139,8317106296
9424,SHEEPSHEAD BAY,03/20,9458259353,8756428248
9425,SHEEPSHEAD BAY,04/20,9206092986,8528168509
9426,SHEEPSHEAD BAY,05/20,9520614551,8821093248
9427,SHEEPSHEAD BAY,06/20,9321324786,8643230804
9428,SHEEPSHEAD BAY,07/20,9646386008,8948010203
9429,SHEEPSHEAD BAY,08/20,9618632938,8923925685
9430,SHEEPSHEAD BAY,09/20,9253878180,8578712072
9431,SHEEPSHEAD BAY,10/20,10304907528,9598222040
9432,SHEEPSHEAD BAY,11/20,9335484644,8670774350
9433,SHEEPSHEAD BAY,12/20,9652798601,8969383445
9434,SHEEPSHEAD BAY,01/21,9698316098,9012673487
9435,SHEEPSHEAD BAY,02/21,8775509092,8162513199
9436,SHEEPSHEAD BAY,03/21,8170417450,7601128443
9437,SHEPHERD AV,12/18,504732319,563679072
9438,SHEPHERD AV,01/19,1577818428,1759740255
9439,SHEPHERD AV,02/19,1430907816,1588628244
9440,SHEPHERD AV,03/19,1574477903,1758594018
9441,SHEPHERD AV,04/19,1524290904,1704687061
9442,SHEPHERD AV,05/19,1576603140,1757455015
9443,SHEPHERD AV,06/19,1541286851,1708928995
9444,SHEPHERD AV,07/19,1607716011,1774074984
9445,SHEPHERD AV,08/19,1622634738,1782680823
9446,SHEPHERD AV,09/19,1602560972,1752837542
9447,SHEPHERD AV,10/19,1636589678,1781439614
9448,SHEPHERD AV,11/19,1616846251,1751722008
9449,SHEPHERD AV,12/19,1686067659,1818947150
9450,SHEPHERD AV,01/20,1718561438,1846990684
9451,SHEPHERD AV,02/20,1604499538,1717691652
9452,SHEPHERD AV,03/20,1719627282,1834783047
9453,SHEPHERD AV,04/20,1677799617,1789267338
9454,SHEPHERD AV,05/20,1727487543,1842025578
9455,SHEPHERD AV,06/20,1684534054,1795742477
9456,SHEPHERD AV,07/20,1726964262,1840084196
9457,SHEPHERD AV,08/20,1750673735,1864536993
9458,SHEPHERD AV,09/20,1699467349,1808961546
9459,SHEPHERD AV,10/20,1762320247,1874290638
9460,SHEPHERD AV,11/20,1703301444,1809147475
9461,SHEPHERD AV,12/20,1774413278,1883984474
9462,SHEPHERD AV,01/21,1778986264,1888106196
9463,SHEPHERD AV,02/21,1612611981,1709709526
9464,SHEPHERD AV,03/21,1501786371,1591181097
9465,SIMPSON ST,12/18,25902436228,17800738239
9466,SIMPSON ST,01/19,34861693537,6888354426
9467,SIMPSON ST,02/19,123556794642,75325648100
9468,SIMPSON ST,03/19,152061920834,94635804277
9469,SIMPSON ST,04/19,146792739216,91557325681
9470,SIMPSON ST,05/19,152833293595,95647160832
9471,SIMPSON ST,06/19,147935677501,92578866693
9472,SIMPSON ST,07/19,93336130186,45278025106
9473,SIMPSON ST,08/19,46416398138,5551526172
9474,SIMPSON ST,09/19,44956737365,5384856628
9475,SIMPSON ST,10/19,78157586428,38968375693
9476,SIMPSON ST,11/19,97538467124,60499914156
9477,SIMPSON ST,12/19,99545281677,62166992053
9478,SIMPSON ST,01/20,99753178514,61848493408
9479,SIMPSON ST,02/20,92529073389,57246000037
9480,SIMPSON ST,03/20,99542589971,61589807212
9481,SIMPSON ST,04/20,96343996054,59607890473
9482,SIMPSON ST,05/20,99511046765,61590299936
9483,SIMPSON ST,06/20,96256257448,59599483996
9484,SIMPSON ST,07/20,99585974771,61610094903
9485,SIMPSON ST,08/20,99598693990,61616401010
9486,SIMPSON ST,09/20,96274595164,59611337049
9487,SIMPSON ST,10/20,99629738565,61629885065
9488,SIMPSON ST,11/20,96022754659,59341198378
9489,SIMPSON ST,12/20,100895482656,62565450262
9490,SIMPSON ST,01/21,99679577785,61650319640
9491,SIMPSON ST,02/21,90046948927,55689758742
9492,SIMPSON ST,03/21,83510635599,51717210934
9493,SMITH-9 ST,12/18,695295829,623447580
9494,SMITH-9 ST,01/19,2168829164,1948998189
9495,SMITH-9 ST,02/19,1971036554,1778677352
9496,SMITH-9 ST,03/19,2192737355,1985673471
9497,SMITH-9 ST,04/19,2187271001,1986592242
9498,SMITH-9 ST,05/19,2258193736,2058442911
9499,SMITH-9 ST,06/19,2220381698,2031776615
9500,SMITH-9 ST,07/19,2333064817,2144012312
9501,SMITH-9 ST,08/19,2326215896,2143965462
9502,SMITH-9 ST,09/19,2272757273,2101394872
9503,SMITH-9 ST,10/19,2372413837,2200799925
9504,SMITH-9 ST,11/19,2331710905,2170299485
9505,SMITH-9 ST,12/19,2418232745,2257742095
9506,SMITH-9 ST,01/20,2425535250,2271480340
9507,SMITH-9 ST,02/20,2301349056,2162189984
9508,SMITH-9 ST,03/20,2465827807,2323789904
9509,SMITH-9 ST,04/20,2431848603,2295203375
9510,SMITH-9 ST,05/20,2488922206,2352063529
9511,SMITH-9 ST,06/20,2461329806,2328123614
9512,SMITH-9 ST,07/20,2526195471,2394948649
9513,SMITH-9 ST,08/20,1858584032,1386750054
9514,SMITH-9 ST,09/20,1770230161,1292662095
9515,SMITH-9 ST,10/20,1838088142,1348983517
9516,SMITH-9 ST,11/20,1794992213,1324886751
9517,SMITH-9 ST,12/20,1853849039,1374806664
9518,SMITH-9 ST,01/21,1846032352,1375155222
9519,SMITH-9 ST,02/21,1679940613,1257547874
9520,SMITH-9 ST,03/21,1562938348,1175470084
9521,SOUTH FERRY,12/18,2112559690,1439396777
9522,SOUTH FERRY,01/19,6496730791,4437409694
9523,SOUTH FERRY,02/19,5959769797,4070017961
9524,SOUTH FERRY,03/19,6908615452,4721064824
9525,SOUTH FERRY,04/19,26603505819,4461872749
9526,SOUTH FERRY,05/19,30471138649,4945213691
9527,SOUTH FERRY,06/19,28551941804,4681915263
9528,SOUTH FERRY,07/19,31588295752,5183517916
9529,SOUTH FERRY,08/19,28881598556,4846523119
9530,SOUTH FERRY,09/19,30653311571,4905539692
9531,SOUTH FERRY,10/19,30534258698,3815201564
9532,SOUTH FERRY,11/19,29166286292,3513537714
9533,SOUTH FERRY,12/19,30341059140,3647888488
9534,SOUTH FERRY,01/20,30450118119,3700207509
9535,SOUTH FERRY,02/20,28544948400,3505674354
9536,SOUTH FERRY,03/20,33363454930,4135882062
9537,SOUTH FERRY,04/20,29595655510,3677258920
9538,SOUTH FERRY,05/20,30401004737,3765735378
9539,SOUTH FERRY,06/20,30210637419,3683936678
9540,SOUTH FERRY,07/20,30577259695,3795225301
9541,SOUTH FERRY,08/20,30931920974,3812510564
9542,SOUTH FERRY,09/20,29488237425,3640548719
9543,SOUTH FERRY,10/20,31004387411,3843761544
9544,SOUTH FERRY,11/20,29535759445,3674049677
9545,SOUTH FERRY,12/20,30213245658,3769214356
9546,SOUTH FERRY,01/21,30718981238,3843823831
9547,SOUTH FERRY,02/21,27595879143,3452884699
9548,SOUTH FERRY,03/21,25818968252,3247734031
9549,SPRING ST,12/18,30881994193,7508606866
9550,SPRING ST,01/19,96161197299,23450918310
9551,SPRING ST,02/19,86690309567,21239362538
9552,SPRING ST,03/19,95344172215,23367198516
9553,SPRING ST,04/19,92728675823,22797314569
9554,SPRING ST,05/19,96624983316,23772255839
9555,SPRING ST,06/19,92085012779,23224992896
9556,SPRING ST,07/19,74668421817,23963752872
9557,SPRING ST,08/19,80089783745,25419225936
9558,SPRING ST,09/19,72733351269,23266417673
9559,SPRING ST,10/19,74342744766,23896967771
9560,SPRING ST,11/19,71425160600,23076688382
9561,SPRING ST,12/19,74025134212,23760878550
9562,SPRING ST,01/20,73760571785,23856393502
9563,SPRING ST,02/20,69269350029,22441250744
9564,SPRING ST,03/20,74079258169,24028183585
9565,SPRING ST,04/20,72091955492,23389257681
9566,SPRING ST,05/20,74498977779,24172690846
9567,SPRING ST,06/20,72097545955,23367779378
9568,SPRING ST,07/20,74518896643,24189620734
9569,SPRING ST,08/20,74578439769,24218024009
9570,SPRING ST,09/20,71808941501,23353586037
9571,SPRING ST,10/20,20412524417,10625693019
9572,SPRING ST,11/20,10474786207,8113117027
9573,SPRING ST,12/20,11019012150,8420308563
9574,SPRING ST,01/21,10832861509,8471364659
9575,SPRING ST,02/21,9909687992,7597539804
9576,SPRING ST,03/21,9160922929,7027186616
9577,ST LAWRENCE AV,12/18,881028707,573747870
9578,ST LAWRENCE AV,01/19,2743606998,1790706272
9579,ST LAWRENCE AV,02/19,2509947891,1643109886
9580,ST LAWRENCE AV,03/19,2778133470,1825634804
9581,ST LAWRENCE AV,04/19,2711958252,1787005498
9582,ST LAWRENCE AV,05/19,2822417184,1865859327
9583,ST LAWRENCE AV,06/19,2780527006,1843588034
9584,ST LAWRENCE AV,07/19,2953427888,1965755511
9585,ST LAWRENCE AV,08/19,2880957091,1924307170
9586,ST LAWRENCE AV,09/19,2807060457,1881002134
9587,ST LAWRENCE AV,10/19,3345650949,2248711202
9588,ST LAWRENCE AV,11/19,2863986168,1930978097
9589,ST LAWRENCE AV,12/19,2970141128,2009867817
9590,ST LAWRENCE AV,01/20,3063581323,2077423055
9591,ST LAWRENCE AV,02/20,23883329130,8236394738
9592,ST LAWRENCE AV,03/20,188514900039,57690281964
9593,ST LAWRENCE AV,04/20,184445391861,56450467475
9594,ST LAWRENCE AV,05/20,234383551721,71739807050
9595,ST LAWRENCE AV,06/20,185473420118,56774241153
9596,ST LAWRENCE AV,07/20,189556156716,58030462466
9597,ST LAWRENCE AV,08/20,186505545803,57103779095
9598,ST LAWRENCE AV,09/20,180397762228,55241054725
9599,ST LAWRENCE AV,10/20,204861843656,62737963603
9600,ST LAWRENCE AV,11/20,184492296512,56511780611
9601,ST LAWRENCE AV,12/20,188577957732,57771311358
9602,ST LAWRENCE AV,01/21,189605465691,58093725179
9603,ST LAWRENCE AV,02/21,170278758373,52169809218
9604,ST LAWRENCE AV,03/21,158068240095,48427183650
9605,ST. GEORGE,12/18,7317291633,6064649
9606,ST. GEORGE,01/19,22778775062,18870487
9607,ST. GEORGE,02/19,20692457085,17062163
9608,ST. GEORGE,03/19,22651436499,18654983
9609,ST. GEORGE,04/19,22136592610,18215404
9610,ST. GEORGE,05/19,221627782501,189808266224
9611,ST. GEORGE,06/19,227410808095,196277379456
9612,ST. GEORGE,07/19,232881655997,200591622659
9613,ST. GEORGE,08/19,238899464176,205983588373
9614,ST. GEORGE,09/19,225201645386,194120672375
9615,ST. GEORGE,10/19,231505279466,199512916432
9616,ST. GEORGE,11/19,226541492164,195199134553
9617,ST. GEORGE,12/19,231486394080,199512556474
9618,ST. GEORGE,01/20,232513925474,200589867949
9619,ST. GEORGE,02/20,217579688419,187648628393
9620,ST. GEORGE,03/20,232690713263,200589980813
9621,ST. GEORGE,04/20,225119037161,194119275240
9622,ST. GEORGE,05/20,232606827720,200589901879
9623,ST. GEORGE,06/20,225125822187,194119249827
9624,ST. GEORGE,07/20,232642140802,200589927300
9625,ST. GEORGE,08/20,235268784605,202746891561
9626,ST. GEORGE,09/20,225128790238,194119266226
9627,ST. GEORGE,10/20,237644735547,204903676526
9628,ST. GEORGE,11/20,227919504537,196276372927
9629,ST. GEORGE,12/20,233829665997,201668336954
9630,ST. GEORGE,01/21,233900474413,201668362138
9631,ST. GEORGE,02/21,210242607405,181178054387
9632,ST. GEORGE,03/21,193911320421,167158284010
9633,STEINWAY ST,12/18,3743328664,2776505827
9634,STEINWAY ST,01/19,11471434237,8491692770
9635,STEINWAY ST,02/19,10302973632,7637799828
9636,STEINWAY ST,03/19,11530539400,8540890989
9637,STEINWAY ST,04/19,11198815941,8305341580
9638,STEINWAY ST,05/19,11652211642,8641861596
9639,STEINWAY ST,06/19,11536823584,8561955087
9640,STEINWAY ST,07/19,12104667537,8986262542
9641,STEINWAY ST,08/19,12098222129,8973159918
9642,STEINWAY ST,09/19,11559841273,8581571971
9643,STEINWAY ST,10/19,12238837167,9087799101
9644,STEINWAY ST,11/19,11800447656,8759285567
9645,STEINWAY ST,12/19,12232652451,9085690281
9646,STEINWAY ST,01/20,12232351265,9089050504
